id,username,created_at,lng,lat,text
1.51758E+18,GottaGoOrlando,Fri Apr 22 19:18:15 +0000 2022,-83.804475,27.698682,@WorldMedling Have fun fam!
1.51758E+18,ads192468,Fri Apr 22 19:18:15 +0000 2022,-120.5834015,44.1454365,@MrHumanityGives @herbriede Pick me please my dogs need help theybare so sick https://t.co/HYvIlLhpI1
1.51758E+18,saraevermore,Fri Apr 22 19:18:15 +0000 2022,-81.3677725,28.5016785,Just pretending I’m in Hawaii and that I4 isn’t on the other side of this volcano. https://t.co/XlSnTIDguL
1.51758E+18,FinegirlJae,Fri Apr 22 19:18:15 +0000 2022,-84.266174,30.4762155,No fr like give me something that atleast taste good while im getting messed up😭
1.51758E+18,USMC71987871,Fri Apr 22 19:18:16 +0000 2022,-79.861034,35.1704985,@mikethemiz @MaryseMizanin 💪🏾Blonde Baddy Problem ZZZ. Love it.
1.51758E+18,Rimroot,Fri Apr 22 19:18:16 +0000 2022,-120.882482,47.273022,"@Roshan_Rinaldi @DemsFight4U Sounds awesome! Thanks to the lawyer, Fein?"
1.51758E+18,cainfury,Fri Apr 22 19:18:16 +0000 2022,-119.3066075,37.2691755,@natsumecosplays You can definitely pull it off
1.51758E+18,AdmiralWaugh,Fri Apr 22 19:18:17 +0000 2022,-81.3677725,28.5016785,"The Boston Celtics, including @paulpierce34 were a @KendrickPerkins injury away from being repeat champions and a… https://t.co/Tyo9OwyRYU"
1.51758E+18,Young_Dirty_805,Fri Apr 22 19:18:17 +0000 2022,-118.9188865,34.188478,@veeasyg Wish you were taking me
1.51758E+18,33Milner,Fri Apr 22 19:18:17 +0000 2022,-82.215119,41.400245,@_W1II_ Because they attribute what they felt was the best version of baseball where it was crazy hitting stats and… https://t.co/5wFGBnSQmK
1.51758E+18,FreqOfOrlando,Fri Apr 22 19:18:17 +0000 2022,-83.804475,27.698682,@tommyhawkins Okay this may be the best idea you’ve had yet.
1.51758E+18,Bcarp3,Fri Apr 22 19:18:17 +0000 2022,-83.0731845,40.0265965,Thanks for having @Carpenter_614 out to the school… the students were awesome and asked some great questions
1.51758E+18,luvglubglub,Fri Apr 22 19:18:17 +0000 2022,-76.248014,44.6958255,@FireCrimes Thank heaven
1.51758E+18,GGsCircle,Fri Apr 22 19:18:17 +0000 2022,-118.48042,34.022688,"@EllisWa38451751 Typical “Alinsky -mob” tactics. Create a problem, &amp; then look like the solution. “Disinformation,”… https://t.co/tsKFvj5ICe"
1.51758E+18,NaylorFran,Fri Apr 22 19:18:18 +0000 2022,-95.767395,29.532056,@FoxNews Oh good grief!🤯
1.51758E+18,HeyCamilleHere,Fri Apr 22 19:18:18 +0000 2022,-87.732013,41.8335845,@KevinMcCaff I gotchu https://t.co/uMM6iiQd9a
1.51758E+18,BenNune89404356,Fri Apr 22 19:18:18 +0000 2022,-73.8311875,40.6708795,@madrid_mike I’d show her the picture of the Jan5 bomber and ask her if she knows that person and what where her whereabouts
1.51758E+18,m_boooth,Fri Apr 22 19:18:18 +0000 2022,-85.822786,38.323745,someone asked me a question today so they could quote me in their blog. the question was: “please tell me your hope… https://t.co/LiDCJ9tz13
1.51758E+18,laurieb1723,Fri Apr 22 19:18:18 +0000 2022,-83.1738665,32.6782075,@VictoriaTheTech Fantastic insight for job seekers! Thanks so much for sharing!!
1.51758E+18,RodolfoVollmer,Fri Apr 22 19:18:19 +0000 2022,-80.6257255,36.5126225,Flexing all over Mount Airy 💪 Check out that smile with the return of the hats 🧢 Ready for the weekend!… https://t.co/E6NsOhuLgP
1.51758E+18,jay_bowes,Fri Apr 22 19:18:19 +0000 2022,-68.422218,44.533247,"Schoonic Point, Maine https://t.co/IrUv5ytGKK"
1.51758E+18,dynamolights,Fri Apr 22 19:18:19 +0000 2022,-93.2620465,44.9706105,@ianrbuck Our bus terminals need some major investment.  So far behind other countries. Like this new terminal and… https://t.co/S6wcvj2Lxi
1.51758E+18,litlove71,Fri Apr 22 19:18:19 +0000 2022,-118.9457615,34.821702,"@GilliamReport @GrudgingSignup @AdamBojak 4...broke down crying to, &amp; I was there to witness the aftermath. When my… https://t.co/STOS14V5JL"
1.51758E+18,WestHS_softball,Fri Apr 22 19:18:19 +0000 2022,-118.3512175,33.8337145,The game has been postponed until Tuesday next week @breezepreps
1.51758E+18,horchatatrash,Fri Apr 22 19:18:19 +0000 2022,-105.526476,40.362097,Crystal shop total https://t.co/vtOgznNqnL
1.51758E+18,RagingR79717523,Fri Apr 22 19:18:20 +0000 2022,-83.9921205,42.914685,@BetoORourke Shut up commie. You will never be Texas governor.
1.51758E+18,W333Us,Fri Apr 22 19:18:20 +0000 2022,-81.986834,26.63648,@Salt_Mantis Hell yeah it did
1.51758E+18,kaywhalen24,Fri Apr 22 19:18:20 +0000 2022,-81.532055,40.814828,Every day
1.51758E+18,domtamaraa,Fri Apr 22 19:18:20 +0000 2022,-75.117998,40.0048655,they lifted the mask mandate after 3 days?????? Please explain the reason.
1.51758E+18,Katebiitch,Fri Apr 22 19:18:20 +0000 2022,-117.7300055,33.560742,Who am I if I don’t take it further than Nip did ? 💙🏁
1.51758E+18,_kassbekillinem,Fri Apr 22 19:18:20 +0000 2022,-119.3066075,37.2691755,All the time
1.51758E+18,Comradnan,Fri Apr 22 19:18:20 +0000 2022,-79.7595915,43.724971,"@emilydawnlove Back in the day, sometimes I used to stay late at work because I was too lazy to stand up."
1.51758E+18,Sunaina224ever,Fri Apr 22 19:18:20 +0000 2022,-121.172848,38.667887,@ArmaanMalik22 I've connected to you way before all this success. I have no words to explain this deep admiration f… https://t.co/ZLRdcBxvxu
1.51758E+18,PYRAMID45,Fri Apr 22 19:18:21 +0000 2022,-75.3817475,40.0947845,@147Operation @mattgaetz Pretty sure he's in the front row. He's literally wearing a bpvest!
1.51758E+18,stevejmahoney2,Fri Apr 22 19:18:21 +0000 2022,-104.847044,39.386794,@AppleSupport Good idea
1.51758E+18,rainbraintrivia,Fri Apr 22 19:18:21 +0000 2022,-122.630908,45.536402,@JasonIsbell who’s your favorite muppet?
1.51758E+18,OurLadyBrewery,Fri Apr 22 19:18:21 +0000 2022,-85.7223455,38.195555,@clm250 @lynnfmlystadium Hoping the tiki bar is open!
1.51758E+18,PantherPavilion,Fri Apr 22 19:18:21 +0000 2022,-97.2859135,32.7799665,@UbbidubbiFest kicks off the pre-party TONIGHT🔥🔥 DON'T MISS IT!Will we be seeing you at this fan-favorite festiva… https://t.co/LGdUXWMMfT
1.51758E+18,Poppets16,Fri Apr 22 19:18:21 +0000 2022,-81.5473325,28.480712,@MrNishKumar She’s pure Hot Dog water
1.51758E+18,marquezerick620,Fri Apr 22 19:18:22 +0000 2022,-100.0104915,37.758688,Blessed with a healthy 2 year old daughter 🙏🏻 thank you to the man upstairs
1.51758E+18,PrinceRacquan,Fri Apr 22 19:18:22 +0000 2022,-84.433106,33.7671945,Everyday y'all get on this app and confuse. According to her we are all darkskin lol.
1.51758E+18,dempstermd,Fri Apr 22 19:18:22 +0000 2022,-113.5777655,37.0855815,"One word, Obama…"
1.51758E+18,21jyoung,Fri Apr 22 19:18:22 +0000 2022,-86.0702455,35.465872,"The problem with THAT generation is not they they told us not to believe everything we read on the internet, it’s t… https://t.co/kvVZKwREc8"
1.51758E+18,RickPress2,Fri Apr 22 19:18:22 +0000 2022,-83.7299715,42.2708395,Made it to the gym and realized I forgot my AirPods… hate when that happens…
1.51758E+18,bixford24,Fri Apr 22 19:18:22 +0000 2022,-89.3459095,43.2412235,@JenniferCandoli Not at all.
1.51758E+18,welisten6,Fri Apr 22 19:18:22 +0000 2022,-117.104989,32.810012,@andthatrhymeswi Thank you Albert. H. Have a wonderful week everyone. Happy Earth Day to you all. I hope you all ca… https://t.co/APNVkDsAi8
1.51758E+18,Sasky_Mali,Fri Apr 22 19:18:23 +0000 2022,-79.2725695,43.629311,Found out shii is all a scam when I discovered that there are different types of English…e no clear from that age.
1.51758E+18,Phdbound309,Fri Apr 22 19:18:23 +0000 2022,-89.985003,38.549805,@ItsNoNameTim @Hiku_Leo @itsdevmccray Yes sir. My ring tone is G.o.D it went off at the nail shop. The nail tech ju… https://t.co/idYvXwtsDo
1.51758E+18,SkyCirclesLA,Fri Apr 22 19:18:22 +0000 2022,-118.3376078,34.08105095,"N6094D, a Piper PA-18-150, is circling over Hancock Park, Los Angeles at 1525 feet, speed 36 MPH, 0.3 miles from Pi… https://t.co/Cgz78yChTH"
1.51758E+18,Kate8211,Fri Apr 22 19:18:23 +0000 2022,-71.4549295,43.1393245,@jaistiel @chrisschmelke OMG JAAAIIIIIIIII!!!! 🥰🥰🥰 So so happy for you! Your magic knows no bounds this weekend! Haha
1.51758E+18,SimpleManJ_5,Fri Apr 22 19:18:23 +0000 2022,-76.074035,42.118615,@iguanasaurus_ @ShittyShitcoins @thebadfroot You should see @BattleBonesNFT 🤣
1.51758E+18,Tori_Philly4,Fri Apr 22 19:18:23 +0000 2022,-75.0748885,39.915827,These kind of statements are acceptable these days. Yikes https://t.co/ulrh9j7Wr4
1.51758E+18,tmj_tol_eng,Fri Apr 22 19:18:23 +0000 2022,-83.7182701,41.5008859,"If you're looking for work in Waterville, OH, check out this #Engineering job via the link in our bio: Process Engi… https://t.co/g4OcHdVE6l"
1.51758E+18,tmj_mep_nursing,Fri Apr 22 19:18:23 +0000 2022,-70.3711617,43.6770252,"Nervous to apply for a job like ""MDS Coordinator -- Licensed Practical Nurse/LPN (Part Time)"" at Springbrook Center… https://t.co/VfuCJiuw3Y"
1.51758E+18,jaforbes59,Fri Apr 22 19:18:24 +0000 2022,-87.3221685,36.5509835,@GeorgeMarinelli That's disappointing too. Someday......
1.51758E+18,johnhotujec,Fri Apr 22 19:18:24 +0000 2022,-94.5592815,39.1000485,@qwyntin_ @Johnny_Speed @joe_friedrich I was doing alright until I started laying in the street 😂😂😂😂 It got a little dicey then 😂😂😂😂😂
1.51758E+18,socorro2460,Fri Apr 22 19:18:24 +0000 2022,-98.189648,26.1679045,Lied
1.51758E+18,isha_symone,Fri Apr 22 19:18:24 +0000 2022,-78.853563,42.8962295,My mom and I were just talking about getting one 😂
1.51758E+18,tmj_atl_derm,Fri Apr 22 19:18:24 +0000 2022,-84.3615555,34.0232431,"Goodman Dermatology PC is hiring! Click here to apply for this position in Roswell, GA https://t.co/V6gFLE8Ywr #Surgery #surgeonjobs"
1.51758E+18,maaxwhale,Fri Apr 22 19:18:25 +0000 2022,-120.063829,36.9637405,@aesthxthicc @drumline_559 @Mituswhale thank you&lt;3
1.51758E+18,AndyB_85_,Fri Apr 22 19:18:24 +0000 2022,-86.3494065,39.9910915,@zachhomol_ Love you bro!!!!
1.51758E+18,AsunEastwood,Fri Apr 22 19:18:25 +0000 2022,-79.3872,43.648,"Just posted a photo @ Toronto, Ontario https://t.co/DBlMQGmC2d"
1.51758E+18,SH2F088,Fri Apr 22 19:18:25 +0000 2022,-117.104989,32.810012,@rasmansa I'm assuming I'm better off not getting this one
1.51758E+18,w3bdotcom,Fri Apr 22 19:18:25 +0000 2022,-83.1738665,32.6782075,"@ChrisTa48760585 @ShafferPepperCo @greg_price11 I must have hurt you and I’m sorry, i didn’t mean to offend you. Yo… https://t.co/zSQTmQyDeA"
1.51758E+18,andrewpaulhill,Fri Apr 22 19:18:25 +0000 2022,-75.8001415,45.248791,Imagine if evangelicals took all the energy they put into queerphobia and put it into protecting the environment?#EarthDay #EarthDay2022
1.51758E+18,GG4DC,Fri Apr 22 19:18:26 +0000 2022,-77.0038265,38.9819495,@CindyVrad Please send me your sexy selfies
1.51758E+18,crabtree_cody,Fri Apr 22 19:18:26 +0000 2022,-82.985772,39.9946835,@wsn_fits @MaskedUpLikeRip @Don_Strokesss @KingGre51391370 @RockTheBabyRuss 14yrs in the league. Worst season where… https://t.co/AegUlAy0v9
1.51758E+18,yennipenn,Fri Apr 22 19:18:26 +0000 2022,-123.046821,45.517769,"Learning Japanese to Ethan sparks so much encouragement to do more. I will, son."
1.51758E+18,eglawrence77,Fri Apr 22 19:18:26 +0000 2022,-100.0768885,31.1688935,@TammyElfort @Nfinity To you all as well! Can’t wait to see you guys!!
1.51758E+18,mirdazzle,Fri Apr 22 19:18:26 +0000 2022,-116.399697,43.6120725,When he sends you videos of his welds and captions it “they’re as sexy as you” boy shut the fuck up😭
1.51758E+18,AlexJNaveja,Fri Apr 22 19:18:26 +0000 2022,-123.123581,49.257639,Game one has been pushed back to 1:35. Waiting for the field to dry
1.51758E+18,achs_fred,Fri Apr 22 19:18:26 +0000 2022,-75.117998,40.0048655,@Simoj1958James @GirardiLogic @JSalisburyNBCS He needs to play. Remember the old adage not to place too much weight… https://t.co/RpgB2Ptl3A
1.51758E+18,kjthegreatone,Fri Apr 22 19:18:26 +0000 2022,-76.7046315,39.154153,@_ariibbyy Which part lol
1.51758E+18,cozyjayyyy,Fri Apr 22 19:18:27 +0000 2022,-118.4119065,34.0207895,@IncogneatoGuy @AmyRabun That’s the entire identity of the padres fan base
1.51758E+18,MrHart__,Fri Apr 22 19:18:26 +0000 2022,-80.307064,25.976124,@woodwardsports When the TNT cameras catches you walking into the arena after putting up a triple double the night… https://t.co/z0hqMdm78Q
